time,open,high,low,close,volume
2010-07-19 14:00:00,1.60764,1.61094,1.6048200000000001,1.60582,3898
2010-07-19 15:00:00,1.6058400000000002,1.60861,1.6023100000000001,1.60408,4660
2010-07-19 16:00:00,1.60402,1.60632,1.60287,1.605,5115
2010-07-19 17:00:00,1.6050200000000001,1.60755,1.6024500000000002,1.6066799999999999,3871
2010-07-19 18:00:00,1.60664,1.60739,1.60409,1.6058599999999998,2830
2010-07-19 19:00:00,1.60583,1.60768,1.60419,1.6065,2196
2010-07-19 20:00:00,1.60643,1.6075,1.60591,1.6067,2410
2010-07-19 21:00:00,1.6066799999999999,1.60819,1.60545,1.6064,2742
2010-07-19 22:00:00,1.60643,1.60761,1.60561,1.6061,1683
2010-07-19 23:00:00,1.60609,1.60649,1.60409,1.6059299999999999,851
2010-07-20 00:00:00,1.60596,1.60635,1.6048200000000001,1.60547,726
2010-07-20 01:00:00,1.60548,1.60659,1.60423,1.60427,876
2010-07-20 02:00:00,1.60423,1.60468,1.60208,1.60228,1864
2010-07-20 03:00:00,1.6023,1.60337,1.6008,1.60317,2257
2010-07-20 04:00:00,1.60324,1.60452,1.60066,1.60162,1759
2010-07-20 05:00:00,1.60165,1.60409,1.60108,1.60361,1726
2010-07-20 06:00:00,1.6036700000000002,1.60845,1.60269,1.60827,1732
2010-07-20 07:00:00,1.6082999999999998,1.60838,1.60606,1.60655,2137
2010-07-20 08:00:00,1.60656,1.60761,1.6030799999999998,1.6031300000000002,3557
2010-07-20 09:00:00,1.60312,1.60677,1.60312,1.6048499999999999,3877
2010-07-20 10:00:00,1.60484,1.60656,1.5993,1.6013600000000001,3791
2010-07-20 11:00:00,1.60131,1.6021800000000002,1.5977700000000001,1.5997,3467
2010-07-20 12:00:00,1.59966,1.60162,1.5979700000000001,1.5981800000000002,3295
2010-07-20 13:00:00,1.5981999999999998,1.60179,1.59765,1.60036,3498
2010-07-20 14:00:00,1.60032,1.60409,1.59666,1.59737,5070
2010-07-20 15:00:00,1.59726,1.60671,1.59676,1.6063,4622
2010-07-20 16:00:00,1.60629,1.6098599999999998,1.6059999999999999,1.60968,4712
2010-07-20 17:00:00,1.60967,1.6098599999999998,1.60457,1.60551,4175
2010-07-20 18:00:00,1.60558,1.60709,1.60366,1.6045099999999999,3351
2010-07-20 19:00:00,1.60453,1.60544,1.6007500000000001,1.6007500000000001,2855
2010-07-20 20:00:00,1.60072,1.60072,1.5973199999999999,1.5978599999999998,2892
2010-07-20 21:00:00,1.5977700000000001,1.59828,1.5932300000000001,1.59665,3103
2010-07-20 22:00:00,1.59646,1.59647,1.5918,1.592,1899
2010-07-20 23:00:00,1.59195,1.5939999999999999,1.5906099999999999,1.5926200000000001,1076
2010-07-21 00:00:00,1.5927,1.59505,1.59266,1.59501,1169
2010-07-21 01:00:00,1.5949900000000001,1.59584,1.5937700000000001,1.59395,1487
2010-07-21 02:00:00,1.59398,1.59487,1.59234,1.5936,2430
2010-07-21 03:00:00,1.5935899999999998,1.5943,1.5924399999999999,1.59303,1625
2010-07-21 04:00:00,1.59301,1.59367,1.5923699999999998,1.59254,1269
2010-07-21 05:00:00,1.59256,1.59331,1.59107,1.59131,1703
2010-07-21 06:00:00,1.59137,1.59215,1.5877,1.59012,1650
2010-07-21 07:00:00,1.5901,1.59249,1.58988,1.59218,1969
2010-07-21 08:00:00,1.5922399999999999,1.59304,1.5794899999999998,1.58396,3319
2010-07-21 09:00:00,1.58398,1.58854,1.58297,1.5864,4719
2010-07-21 10:00:00,1.58636,1.58719,1.58273,1.58415,3561
2010-07-21 11:00:00,1.58412,1.58563,1.58174,1.58511,3397
