time,open,high,low,close,volume
2010-07-26 20:00:00,0.73441,0.73441,0.73233,0.73347,1000
2010-07-26 21:00:00,0.73345,0.73444,0.73342,0.73443,879
2010-07-26 22:00:00,0.7344,0.73489,0.73338,0.73347,824
2010-07-26 23:00:00,0.73353,0.73423,0.73288,0.73299,376
2010-07-27 00:00:00,0.73292,0.73323,0.73254,0.73297,376
2010-07-27 01:00:00,0.73298,0.73298,0.73222,0.7325,477
2010-07-27 02:00:00,0.73253,0.73301,0.73192,0.7322,619
2010-07-27 03:00:00,0.73224,0.73423,0.73209,0.73397,786
2010-07-27 04:00:00,0.73394,0.73455,0.73357,0.73452,556
2010-07-27 05:00:00,0.7346,0.73463,0.7336,0.7338,421
2010-07-27 06:00:00,0.73381,0.73381,0.73302,0.73361,437
2010-07-27 07:00:00,0.73365,0.73475,0.73339,0.73401,633
2010-07-27 08:00:00,0.73402,0.7353,0.73377,0.73468,868
2010-07-27 09:00:00,0.73478,0.73522,0.73395,0.73418,1385
2010-07-27 10:00:00,0.73416,0.73598,0.73412,0.73598,890
2010-07-27 11:00:00,0.73602,0.73613,0.73465,0.73538,852
2010-07-27 12:00:00,0.73537,0.73728,0.73537,0.7365,678
2010-07-27 13:00:00,0.7366,0.7394,0.73655,0.73859,1214
2010-07-27 14:00:00,0.73864,0.73864,0.73597,0.73658,1085
2010-07-27 15:00:00,0.73656,0.73727,0.73539,0.73619,1437
2010-07-27 16:00:00,0.73617,0.73709,0.73339,0.73379,1615
2010-07-27 17:00:00,0.73378,0.73397,0.73225,0.73248,1230
2010-07-27 18:00:00,0.73246,0.7341,0.7322,0.73309,832
2010-07-27 19:00:00,0.73308,0.73308,0.73117,0.73185,1066
2010-07-27 20:00:00,0.73182,0.73251,0.73118,0.73218,1176
2010-07-27 21:00:00,0.73217,0.73357,0.73213,0.73251,1251
2010-07-27 22:00:00,0.73249,0.73325,0.7323,0.73298,580
2010-07-27 23:00:00,0.73295,0.73308,0.73174,0.7319,629
2010-07-28 00:00:00,0.73182,0.73241,0.73148,0.73159,236
2010-07-28 01:00:00,0.7316,0.7321,0.73089,0.73113,397
2010-07-28 02:00:00,0.73116,0.73203,0.73091,0.7318,710
2010-07-28 03:00:00,0.73179,0.73179,0.7294,0.73082,1303
2010-07-28 04:00:00,0.73083,0.73216,0.73076,0.73128,848
2010-07-28 05:00:00,0.73129,0.7314,0.72861,0.72861,787
2010-07-28 06:00:00,0.72862,0.72965,0.72756,0.72951,725
2010-07-28 07:00:00,0.72949,0.73235,0.7294,0.73165,805
2010-07-28 08:00:00,0.73164,0.73374,0.73111,0.73115,1321
2010-07-28 09:00:00,0.73113,0.73201,0.72972,0.72979,1328
2010-07-28 10:00:00,0.72972,0.73048,0.72894,0.73036,1181
2010-07-28 11:00:00,0.73033,0.73074,0.72657,0.72714,1063
2010-07-28 12:00:00,0.72719,0.72908,0.72659,0.72908,1003
2010-07-28 13:00:00,0.72909,0.73006,0.72839,0.7298,925
2010-07-28 14:00:00,0.72979,0.72991,0.72661,0.72786,1520
2010-07-28 15:00:00,0.72783,0.72958,0.72657,0.72865,1705
2010-07-28 16:00:00,0.72866,0.72897,0.72644,0.72645,1934
2010-07-28 17:00:00,0.72642,0.72747,0.72549,0.72707,1462
2010-07-28 18:00:00,0.72709,0.7287,0.72686,0.72833,887
2010-07-28 19:00:00,0.72831,0.72923,0.72758,0.72832,864
2010-07-28 20:00:00,0.72826,0.72895,0.7273,0.72778,1339
2010-07-28 21:00:00,0.72781,0.72898,0.72657,0.72824,1032
2010-07-28 22:00:00,0.72821,0.72866,0.72605,0.72697,992
2010-07-28 23:00:00,0.72705,0.72795,0.72002,0.72095,1622
2010-07-29 00:00:00,0.72081,0.72241,0.72081,0.72237,1054
2010-07-29 01:00:00,0.72242,0.72356,0.7219,0.723,703
2010-07-29 02:00:00,0.72298,0.72299,0.72104,0.72138,921
2010-07-29 03:00:00,0.72139,0.72221,0.72043,0.72202,906
2010-07-29 04:00:00,0.72207,0.72283,0.72168,0.7228,487
2010-07-29 05:00:00,0.72278,0.72426,0.72243,0.72403,631
2010-07-29 06:00:00,0.72398,0.72448,0.72356,0.72431,399
2010-07-29 07:00:00,0.72433,0.72458,0.72365,0.72429,557
2010-07-29 08:00:00,0.72431,0.72576,0.72379,0.72515,1027
2010-07-29 09:00:00,0.72516,0.72698,0.72466,0.72502,1231
2010-07-29 10:00:00,0.725,0.72722,0.725,0.72666,1357
2010-07-29 11:00:00,0.7267,0.72817,0.72666,0.72814,837
2010-07-29 12:00:00,0.72813,0.72853,0.72731,0.72774,765
2010-07-29 13:00:00,0.72776,0.72807,0.72616,0.72616,877
2010-07-29 14:00:00,0.72617,0.7265,0.72527,0.72609,1072
2010-07-29 15:00:00,0.7261,0.72786,0.72543,0.72576,1499
2010-07-29 16:00:00,0.72578,0.72588,0.72295,0.72413,1829
2010-07-29 17:00:00,0.72411,0.72438,0.72128,0.72164,1826
2010-07-29 18:00:00,0.72162,0.72408,0.72122,0.72367,1270
2010-07-29 19:00:00,0.72368,0.72554,0.72356,0.72459,1040
2010-07-29 20:00:00,0.72454,0.72579,0.72387,0.72511,1134
2010-07-29 21:00:00,0.7252,0.72563,0.72354,0.72381,1200
2010-07-29 22:00:00,0.72379,0.72434,0.7235,0.72356,436
2010-07-29 23:00:00,0.72345,0.72439,0.72345,0.7238,541
2010-07-30 00:00:00,0.72379,0.7245,0.72365,0.72427,171
2010-07-30 01:00:00,0.72429,0.72493,0.7232,0.72322,370
2010-07-30 02:00:00,0.72324,0.72324,0.7206,0.72071,877
2010-07-30 03:00:00,0.7207,0.72132,0.71893,0.72028,901
2010-07-30 04:00:00,0.7203,0.72077,0.71906,0.7192,534
2010-07-30 05:00:00,0.71922,0.72104,0.71922,0.72104,590
2010-07-30 06:00:00,0.72106,0.72169,0.72096,0.72125,492
2010-07-30 07:00:00,0.72132,0.72244,0.72109,0.72132,615
2010-07-30 08:00:00,0.72134,0.7244,0.72092,0.72369,1284
2010-07-30 09:00:00,0.72366,0.72374,0.72018,0.72142,1327
2010-07-30 10:00:00,0.72143,0.72177,0.71979,0.72114,1161
