time,open,high,low,close,volume
1991-06-11,1.5105,1.533,1.5067,1.5309,5222
1991-06-12,1.516,1.5493999999999999,1.5069,1.5394,7002
1991-06-13,1.5309,1.5493999999999999,1.5271,1.5389,6752
1991-06-14,1.5377,1.5451000000000001,1.5271,1.5389,3481
1991-06-16,1.5394,1.5476999999999999,1.537,1.542,1881
1991-06-17,1.5394,1.5649,1.537,1.5644,4362
1991-06-18,1.542,1.5683,1.536,1.5398,6582
1991-06-19,1.5634000000000001,1.5683,1.525,1.5365,6952
1991-06-20,1.542,1.5514999999999999,1.525,1.5489000000000002,4472
1991-06-21,1.5389,1.5514999999999999,1.5384,1.5489000000000002,1621
1991-06-23,1.5489000000000002,1.5651000000000002,1.5278,1.5344,6011
1991-06-24,1.5489000000000002,1.5651000000000002,1.5278,1.5503,9942
1991-06-25,1.5344,1.5558999999999998,1.5283,1.5479,6612
1991-06-26,1.5489000000000002,1.5558999999999998,1.542,1.5503,4142
1991-06-27,1.5479,1.5636999999999999,1.5455,1.5535,4062
1991-06-28,1.5499,1.5636999999999999,1.5489000000000002,1.5535,2601
1991-06-30,1.5525,1.5678,1.5499,1.5669,2141
1991-07-01,1.5525,1.5859999999999999,1.5499,1.583,5292
1991-07-02,1.5683,1.5859999999999999,1.5629,1.5805,5502
1991-07-03,1.5819999999999999,1.5845,1.572,1.583,3322
1991-07-04,1.5807,1.5895000000000001,1.572,1.575,3572
1991-07-05,1.584,1.5895000000000001,1.572,1.575,2601
1991-07-07,1.5739999999999998,1.5745,1.5581,1.56,1881
1991-07-08,1.5739999999999998,1.5756999999999999,1.5581,1.5755,3422
1991-07-09,1.5615,1.5817,1.561,1.572,3712
1991-07-10,1.5755,1.5926,1.5691000000000002,1.5920999999999998,4762
1991-07-11,1.572,1.5936,1.5451000000000001,1.5499,8072
1991-07-12,1.5920999999999998,1.5936,1.5451000000000001,1.5499,5481
1991-07-14,1.5484,1.5564,1.5455,1.552,1821
1991-07-15,1.5484,1.5634000000000001,1.5455,1.5629,3252
1991-07-16,1.5554000000000001,1.5644,1.5514999999999999,1.5564,3212
1991-07-17,1.5644,1.5644,1.5312999999999999,1.5394,5202
1991-07-18,1.5564,1.5569,1.5110000000000001,1.5119,6542
1991-07-19,1.5413000000000001,1.5413000000000001,1.5110000000000001,1.5119,3121
1991-07-21,1.514,1.526,1.5048,1.526,3041
1991-07-22,1.514,1.536,1.5048,1.5269,5572
1991-07-23,1.526,1.536,1.5076,1.5135,5002
1991-07-24,1.5264,1.5375,1.5076,1.5335,5322
1991-07-25,1.513,1.5375,1.5110000000000001,1.5229,5722
1991-07-26,1.5278,1.5278,1.5110000000000001,1.5229,2871
1991-07-28,1.526,1.5335,1.5239,1.5269,1831
1991-07-29,1.526,1.5335,1.5188000000000001,1.533,4062
1991-07-30,1.5269,1.533,1.5173999999999999,1.5225,4312
1991-07-31,1.5309,1.5379,1.5173999999999999,1.5325,4342
1991-08-01,1.5239,1.5424,1.506,1.514,7642
1991-08-02,1.533,1.5424,1.506,1.514,5381
1991-08-04,1.5114,1.513,1.4954,1.4969999999999999,2081
1991-08-05,1.5114,1.513,1.4885,1.4934,3752
1991-08-06,1.4949,1.5028000000000001,1.4885,1.4985,3182
1991-08-07,1.4969999999999999,1.5089000000000001,1.49,1.5019,4592
1991-08-08,1.4949,1.5169000000000001,1.49,1.516,5412
1991-08-09,1.5021,1.5169000000000001,1.4983,1.516,2331
1991-08-11,1.514,1.5165,1.5076,1.5089000000000001,1271
1991-08-12,1.514,1.5165,1.5055,1.5149,2492
1991-08-13,1.5069,1.5227,1.5055,1.5227,2322
1991-08-14,1.5149,1.541,1.5067,1.537,6422
1991-08-15,1.5215999999999998,1.5451000000000001,1.5067,1.5444,8092
1991-08-16,1.5389,1.5451000000000001,1.5285,1.5444,2771
1991-08-18,1.542,1.5855000000000001,1.5394,1.554,8021
1991-08-19,1.542,1.5855000000000001,1.5368,1.542,12542
1991-08-20,1.553,1.5649,1.5076,1.5144,10392
1991-08-21,1.5427,1.5511,1.5039,1.5117,8262
1991-08-22,1.5190000000000001,1.5335,1.5039,1.5274,5182
1991-08-23,1.5117,1.5335,1.5117,1.5274,2791
